369,23.48,23.48,19.92,17.64,23.68
370,16.64,22.24,16.72,20.48,19
371,22.2,20.92,19.44,20.24,15.28
372,19.76,20.8,17.2,22.36,15.12
373,19.56,21,18.28,24.88,17.52
374,22.12,21.16,18.44,19.32,15.88
375,19.4,17.6,15.56,19.64,14.48
376,21.92,21.32,18.92,25.12,16.16
377,21.24,16.72,18.56,22.6,16.08
378,21.84,16.28,15,27.72,17
379,25.12,16.4,15.92,28.16,17.44
380,19.32,16.12,17.56,28.76,20.6
381,18.84,16.84,16.6,21.24,19.56
382,20.24,17.72,15.8,24,19.84
383,24.28,18.64,18.16,22.64,16.4
384,21.2,20.64,15.96,20.96,21.48
385,22.24,15.56,16.24,23.96,17.32
386,19.76,19.68,17.04,22.52,16.96
387,22.08,18.16,18.72,23.76,19.6
388,23.16,14.84,17.8,21.72,21.76
389,18.24,21.24,16.44,23.12,17.8
390,27.24,19.32,15.28,26.68,15.8
391,22.08,18.24,17.68,20.68,16.72
392,16.8,21.2,19.28,21.44,20.32
393,22.44,16.92,20.48,24,17.36
394,19.08,20.88,15.36,21.24,15.6
395,19.72,21.08,16.16,21.36,17
396,18.16,23.08,15.84,19,22.84
397,17.64,20.88,16.88,17.12,18.24
398,16.36,17.24,18.4,19.84,19.52
399,17.28,19,14.76,18.08,15.28
400,17.68,17.28,16.6,18.52,24.08
401,19.72,15.32,16.88,17.84,15.04
402,23.68,17.12,16.68,17.6,17.16
403,21.16,15.84,15.92,16.4,20.8
404,21.6,14.36,15.44,16.88,16.08
405,22.44,16.24,15.32,18.64,14.96
406,20.16,15.36,18.2,17.84,17.4
407,21.16,17.24,18.12,18.64,16
408,20.68,18.24,15.32,18.24,17.16
409,22.12,16.64,17.56,20.56,15.36
410,21.16,19.2,17.44,16.96,15.8
411,24.64,18.92,15,19.44,20.36
412,20,17.6,17.2,16.32,16.96
413,20.24,18.88,17.28,15.96,15.52
414,20.96,19.08,16.12,19.84,19.2
415,18.24,18.36,16.6,20.64,17.52
416,20.6,16.76,19.76,21.72,15.24
417,19.28,17.28,17.28,16.84,15.88
418,22.04,16.4,17.24,19.64,15.24
419,22.92,18.36,19.6,19.2,14.64
420,19.64,16.84,18.52,20,17.04
421,18.4,15.32,18.36,15.24,15.44
422,20.76,17.76,17.4,16.4,15.48
423,21.88,16.56,16.48,17.08,16.36
424,22.44,15.52,15.52,15.12,17.24
425,22.64,17.28,15.88,17.28,16.48
426,23.96,15.76,19.8,14.28,16.44
427,23.28,16.96,15.96,16.04,19.12
428,21.48,15.28,17.76,19.16,19.12
